Species,Family,Order,Class,Common name
Garrulax cineraceus,Leiothrichidae,Passeriformes,Aves,Moustached Laughingthrush
Garrulax canorus,Leiothrichidae,Passeriformes,Aves,Hwamei
Leiothrix lutea,Leiothrichidae,Passeriformes,Aves,Red-billed Leiothrix
Leiothrix argentauris,Leiothrichidae,Passeriformes,Aves,Silver-eared Leiothrix
Malurus melanocephalus,Maluridae,Passeriformes,Aves,Red-backed Fairywren
Oedistoma iliolophum,Melanocharitidae,Passeriformes,Aves,
Epthianura albifrons,Meliphagidae,Passeriformes,Aves,White-fronted Chat
Menura novaehollandiae,Menuridae,Passeriformes,Aves,Superb Lyrebird
Luscinia cyanura,Muscicapidae,Passeriformes,Aves,Rubythroats
Phoenicurus auroreus,Muscicapidae,Passeriformes,Aves,Daurian Redstart
Ficedula albicollis,Muscicapidae,Passeriformes,Aves,Collared Flycatcher
Ficedula zanthopygia,Muscicapidae,Passeriformes,Aves,Yellow-rumped Flycatcher
Cyanoptila cyanomelana,Muscicapidae,Passeriformes,Aves,Blue-and-white Flycatcher
Luscinia calliope,Muscicapidae,Passeriformes,Aves,Siberian Rubythroat
Oriolus chinensis,Oriolidae,Passeriformes,Aves,Black-naped Oriole
Poecile palustris,Paridae,Passeriformes,Aves,Marsh Tit
Sylviparus modestus,Paridae,Passeriformes,Aves,Yellow-browed Tit
Parus venustulus,Paridae,Passeriformes,Aves,Titmice
Parus major,Paridae,Passeriformes,Aves,Great Tit
Periparus ater,Paridae,Passeriformes,Aves,Coal Tit
Poecile atricapilla,Paridae,Passeriformes,Aves,
Pseudopodoces humilis,Paridae,Passeriformes,Aves,
Pyrgilauda davidiana,Passeridae,Passeriformes,Aves,
Montifringilla taczanowskii,Passeridae,Passeriformes,Aves,
Montifringilla adamsi,Passeridae,Passeriformes,Aves,Tibetan Snowfinch
Pyrgilauda blanfordi,Passeridae,Passeriformes,Aves,
Montifringilla nivalis,Passeridae,Passeriformes,Aves,White-winged Snowfinch
Passer domesticus,Passeridae,Passeriformes,Aves,Gorrion casero
Passer montanus,Passeridae,Passeriformes,Aves,Eurasian Sparrow
Montifringilla ruficollis,Passeridae,Passeriformes,Aves,
Tregellasia leucops,Petroicidae,Passeriformes,Aves,White-faced Robin
Petroica phoenicea,Petroicidae,Passeriformes,Aves,Flame Robin
Petroica goodenovii,Petroicidae,Passeriformes,Aves,Red-capped Robin
Petroica boodang,Petroicidae,Passeriformes,Aves,
Eopsaltria australis,Petroicidae,Passeriformes,Aves,Eastern Yellow Robin
Phylloscopus inornatus,Phylloscopidae,Passeriformes,Aves,Yellow-browed Warbler
Pitta nympha,Pittidae,Passeriformes,Aves,Fairy Pitta
Pycnonotus melanicterus,Pycnonotidae,Passeriformes,Aves,Black-crested Bulbul
Pycnonotus taivanus,Pycnonotidae,Passeriformes,Aves,Styan's Bulbul
Pycnonotus sinensis,Pycnonotidae,Passeriformes,Aves,Light-vented Bulbul
Regulus calendula,Regulidae,Passeriformes,Aves,Reyezuelo de rojo
Remiz consobrinus,Remizidae,Passeriformes,Aves,Chinese Penduline Tit
Sitta carolinensis,Sittidae,Passeriformes,Aves,Sita pecho blanco
Sturnus sericeus,Sturnidae,Passeriformes,Aves,Red-billed Starling
Sturnus nigricollis,Sturnidae,Passeriformes,Aves,Black-collared Starling
Gracula religiosa,Sturnidae,Passeriformes,Aves,Common Hill Myna
Acridotheres cristatellus,Sturnidae,Passeriformes,Aves,Crested Myna
Sturnus cineraceus,Sturnidae,Passeriformes,Aves,White-cheeked Starling
Sturnus tristis / Acridotheres tristis,Sturnidae,Passeriformes,Aves,Common Myna
Paradoxornis webbianus,Sylviidae,Passeriformes,Aves,Vinous-throated Parrotbill
Sylvia crassirostris,Sylviidae,Passeriformes,Aves,
Sylvia atricapilla,Sylviidae,Passeriformes,Aves,Eurasian Blackcap
Thraupis sayaca,Thraupidae,Passeriformes,Aves,Sayaca Tanager
Chlorophanes spiza,Thraupidae,Passeriformes,Aves,Green Honeycreeper
Thraupis episcopus,Thraupidae,Passeriformes,Aves,Blue-gray Tanager
Henicorhina leucosticta,Troglodytidae,Passeriformes,Aves,Chivirin pecho blanco
Campylorhynchus zonatus,Troglodytidae,Passeriformes,Aves,Band-backed Wren
Turdus migratorius,Turdidae,Passeriformes,Aves,American Robin
Turdus hortulorum,Turdidae,Passeriformes,Aves,Grey-backed Thrush
Mionectes oleagineus,Tyrannidae,Passeriformes,Aves,Mosquero ocrillo
Cnemotriccus fuscatus,Tyrannidae,Passeriformes,Aves,Fuscous Flycatcher
Vidua chalybeata,Viduidae,Passeriformes,Aves,Village Indigobird
Vireo olivaceus,Vireonidae,Passeriformes,Aves,Red-eyed Vireo
Ixobrychus sinensis,Ardeidae,Pelecaniformes,Aves,Blongios de Chine
Ixobrychus eurhythmus,Ardeidae,Pelecaniformes,Aves,Schrenk's Bittern
Botaurus stellaris,Ardeidae,Pelecaniformes,Aves,Eurasian Bittern
Butorides striata,Ardeidae,Pelecaniformes,Aves,Green-backed Heron
Ardeola bacchus,Ardeidae,Pelecaniformes,Aves,Chinese Pond Heron
Egretta sacra,Ardeidae,Pelecaniformes,Aves,Pacific Reef Heron
Ardea purpurea,Ardeidae,Pelecaniformes,Aves,Heron pourpre
Ardea intermedia,Ardeidae,Pelecaniformes,Aves,Great Herons
Bubulcus ibis,Ardeidae,Pelecaniformes,Aves,Cattle Egret
Ardea modesta,Ardeidae,Pelecaniformes,Aves,
Ardea cinerea,Ardeidae,Pelecaniformes,Aves,Gray Heron
Dupetor flavicollis,Ardeidae,Pelecaniformes,Aves,Black Bittern
Egretta garzetta,Ardeidae,Pelecaniformes,Aves,Aigrette garzette
Nycticorax nycticorax,Ardeidae,Pelecaniformes,Aves,Bihoreau gris
Ixobrychus cinnamomeus,Ardeidae,Pelecaniformes,Aves,Cinnamon Bittern
Egretta eulophotes,Ardeidae,Pelecaniformes,Aves,Aigrette de Chine
Ardea novaehollandiae,Ardeidae,Pelecaniformes,Aves,White-faced Heron
Threskiornis aethiopicus,Threskiornithidae,Pelecaniformes,Aves,African Sacred Ibis
Platalea leucorodia,Threskiornithidae,Pelecaniformes,Aves,Eurasian Spoonbill
Platalea minor,Threskiornithidae,Pelecaniformes,Aves,Black-faced Spoonbill
Nipponia nippon,Threskiornithidae,Pelecaniformes,Aves,Crested Ibis
Phaethon rubricauda,Phaethontidae,Phaethontiformes,Aves,Phaeton a brins rouges
Phoenicopterus roseus,Phoenicopteridae,Phoenicopteriformes,Aves,Greater Flamingo
Dryocopus pileatus,Picidae,Piciformes,Aves,Pileated Woodpecker
Pteroglossus azara,Ramphastidae,Piciformes,Aves,Ivory-billed Aracari
Tachybaptus ruficollis,Podicipedidae,Podicipediformes,Aves,Little Grebe
Tachybaptus novaehollandiae,Podicipedidae,Podicipediformes,Aves,Australasian Grebe
Podiceps cristatus,Podicipedidae,Podicipediformes,Aves,Great Crested Grebe
Phoebastria albatrus,Diomedeidae,Procellariiformes,Aves,Albatros a queue courte
Phoebastria immutabilis,Diomedeidae,Procellariiformes,Aves,Albatros de Laysan
Phoebastria nigripes,Diomedeidae,Procellariiformes,Aves,Albatros a pieds noirs
Thalassarche melanophrys,Diomedeidae,Procellariiformes,Aves,Albatros a sourcils noirs
Pterodroma brevirostris,Procellariidae,Procellariiformes,Aves,Kerguelen Petrel
Ara glaucogularis,Psittacidae,Psittaciformes,Aves,Blue-throated Macaw
Primolius couloni,Psittacidae,Psittaciformes,Aves,Blue-headed Macaw
Aratinga brevipes,Psittacidae,Psittaciformes,Aves,
Aratinga acuticaudata,Psittacidae,Psittaciformes,Aves,Blue-crowned Parakeet
Rhynchopsitta terrisi,Psittacidae,Psittaciformes,Aves,Cotorra-serrana oriental
Calyptorhynchus latirostris,Psittacidae,Psittaciformes,Aves,Short-billed Black Cockatoo
Calyptorhynchus baudinii,Psittacidae,Psittaciformes,Aves,Long-billed Black Cockatoo
Calyptorhynchus lathami,Psittacidae,Psittaciformes,Aves,Glossy Black Cockatoo
Cacatua moluccensis,Psittacidae,Psittaciformes,Aves,Salmon-crested Cockatoo
Neophema chrysogaster,Psittacidae,Psittaciformes,Aves,Orange-bellied Parakeet
Brotogeris cyanoptera,Psittacidae,Psittaciformes,Aves,Cobalt-winged Parakeet
Aratinga pertinax,Psittacidae,Psittaciformes,Aves,Brown-throated Parakeet
Nymphicus hollandicus,Psittacidae,Psittaciformes,Aves,Cockatiel
Strigops habroptilus,Psittacidae,Psittaciformes,Aves,Kakapo
Agapornis roseicollis,Psittacidae,Psittaciformes,Aves,Rosy-faced Lovebird
Melopsittacus undulatus,Psittacidae,Psittaciformes,Aves,Budgerigar
Pterocnemia pennata,Rheidae,Rheiformes,Aves,Darwin's Rhea
Rhea americana,Rheidae,Rheiformes,Aves,Greater Rhea
Spheniscus demersus,Spheniscidae,Sphenisciformes,Aves,African Penguin
Pygoscelis antarcticus,Spheniscidae,Sphenisciformes,Aves,Chinstrap Penguin
Eudyptula minor,Spheniscidae,Sphenisciformes,Aves,Fairy Penguin
Eudyptes chrysocome,Spheniscidae,Sphenisciformes,Aves,Rockhopper Penguin
Ninox novaeseelandiae,Strigidae,Strigiformes,Aves,Morepork
Struthio camelus,Struthionidae,Struthioniformes,Aves,Common Ostrich
Eudromia elegans,Tinamidae,Tinamiformes,Aves,Elegant Crested Tinamou
Tinamus major,Tinamidae,Tinamiformes,Aves,Great Tinamou
Trogon viridis,Trogonidae,Trogoniformes,Aves,Amazonian White-tailed Trogon
Peronia peronii,Peroniaceae,Eunotiales,Bacillariophyceae,
Anadara sativa,Arcidae,Arcoida,Bivalvia,
Panopea globosa,Hiatellidae,Myoida,Bivalvia,
Panopea generosa,Hiatellidae,Myoida,Bivalvia,Pacific geoduck
Hiatella arctica,Hiatellidae,Myoida,Bivalvia,Arctic hiatella
Mya arenaria,Myidae,Myoida,Bivalvia,softshell
Perna perna,Mytilidae,Mytiloida,Bivalvia,Mexilhao mussel
Brachidontes exustus,Mytilidae,Mytiloida,Bivalvia,scorched mussel
Mytilus coruscus,Mytilidae,Mytiloida,Bivalvia,
Perna viridis,Mytilidae,Mytiloida,Bivalvia,
Mytilus galloprovincialis,Mytilidae,Mytiloida,Bivalvia,Mediterranean mussel
Mytilus californianus,Mytilidae,Mytiloida,Bivalvia,California mussel
Musculista senhousia,Mytilidae,Mytiloida,Bivalvia,green mussel
Mytilus trossulus,Mytilidae,Mytiloida,Bivalvia,foolish mussel
Mytilus edulis,Mytilidae,Mytiloida,Bivalvia,blue mussel
Saturnia boisduvalii,Malletiidae,Nuculoida,Bivalvia,
Ostrea lurida,Ostreidae,Ostreoida,Bivalvia,Olympia oyster
Crassostrea sp.,Ostreidae,Ostreoida,Bivalvia,
Ostrea edulis,Ostreidae,Ostreoida,Bivalvia,edible oyster
Crassostrea nippona,Ostreidae,Ostreoida,Bivalvia,
Ostrea denselamellosa,Ostreidae,Ostreoida,Bivalvia,
Saccostrea mordax,Ostreidae,Ostreoida,Bivalvia,
Crassostrea iredalei,Ostreidae,Ostreoida,Bivalvia,
Crassostrea hongkongensis,Ostreidae,Ostreoida,Bivalvia,
Crassostrea gigas,Ostreidae,Ostreoida,Bivalvia,Pacific giant oyster
Crassostrea ariakensis,Ostreidae,Ostreoida,Bivalvia,Suminoe oyster
Crassostrea sikamea,Ostreidae,Ostreoida,Bivalvia,
Crassostrea angulata,Ostreidae,Ostreoida,Bivalvia,
Crassostrea virginica,Ostreidae,Ostreoida,Bivalvia,eastern oyster
Argopecten irradians,Pectinidae,Ostreoida,Bivalvia,bay scallop
Placopecten magellanicus,Pectinidae,Ostreoida,Bivalvia,sea scallop
Chlamys farreri,Pectinidae,Ostreoida,Bivalvia,
Argopecten irradians,Pectinidae,Ostreoida,Bivalvia,bay scallop
Atrina pectinata,Pinnidae,Pterioida,Bivalvia,
Pinctada margaritifera,Pteriidae,Pterioida,Bivalvia,Pacific pearl-oyster
Pinctada maxima,Pteriidae,Pterioida,Bivalvia,
Solemya velum,Solemyidae,Solemyoida,Bivalvia,Atlantic awningclam
Margaritifera falcata,Margaritiferidae,Unionoida,Bivalvia,western pearlshell
Anodonta euscaphys,Unionidae,Unionoida,Bivalvia,
Anodonta arcaeformis,Unionidae,Unionoida,Bivalvia,
Anodonta lucida,Unionidae,Unionoida,Bivalvia,
Anodonta anatina,Unionidae,Unionoida,Bivalvia,
Toxolasma parvus,Unionidae,Unionoida,Bivalvia,lilliput
Lasmigona compressa,Unionidae,Unionoida,Bivalvia,creek heelsplitter
Utterbackia imbecillis,Unionidae,Unionoida,Bivalvia,paper pondshell
Utterbackia peninsularis,Unionidae,Unionoida,Bivalvia,peninsular floater
Pyganodon grandis,Unionidae,Unionoida,Bivalvia,giant floater
Venustaconcha ellipsiformis,Unionidae,Unionoida,Bivalvia,ellipse
Quadrula quadrula,Unionidae,Unionoida,Bivalvia,mapleleaf
Lampsilis ornata,Unionidae,Unionoida,Bivalvia,southern pocketbook
Arctica islandica,Arcticidae,Veneroida,Bivalvia,ocean quahog
Acanthocardia tuberculata,Cardiidae,Veneroida,Bivalvia,
Lucinella divaricata,Lucinidae,Veneroida,Bivalvia,
Loripes lacteus,Lucinidae,Veneroida,Bivalvia,
Mactra chinensis,Mactridae,Veneroida,Bivalvia,
Lutraria rhynchaena,Mactridae,Veneroida,Bivalvia,
Nuttallia olivacea,Psammobiidae,Veneroida,Bivalvia,
Semele scabra,Semelidae,Veneroida,Bivalvia,
Solecurtus divaricatus,Solecurtidae,Veneroida,Bivalvia,
Solen strictus,Solenidae,Veneroida,Bivalvia,
Solen grandis,Solenidae,Veneroida,Bivalvia,
Saxidomus purpuratus,Veneridae,Veneroida,Bivalvia,
Venerupis philippinarum,Veneridae,Veneroida,Bivalvia,Japanese littleneck
Artemia tibetiana,Artemiidae,Anostraca,Branchiopoda,
Artemia urmiana,Artemiidae,Anostraca,Branchiopoda,
Artemia franciscana,Artemiidae,Anostraca,Branchiopoda,San Francisco brine shrimp
Streptocephalus sirindhornae,Streptocephalidae,Anostraca,Branchiopoda,
Phallocryptus tserensodnomi,Thamnocephalidae,Anostraca,Branchiopoda,
Daphnia magna,Daphniidae,Diplostraca,Branchiopoda,
Daphnia pulex,Daphniidae,Diplostraca,Branchiopoda,
Triops australiensis,Triopsidae,Notostraca,Branchiopoda,
Triops longicaudatus,Triopsidae,Notostraca,Branchiopoda,summer tadpole shrimp
Triops cancriformis,Triopsidae,Notostraca,Branchiopoda,
Clathrina clathrus,Clathrinidae,Clathrinida,Calcarea,
Chaetoderma nitidulum,Chaetodermatidae,Chaetodermatida,Caudofoveata,glistenworm
Scutopus ventrolineatus,Limifossoridae,Chaetodermatida,Caudofoveata,
Lampetra aepyptera,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,least brook lamprey
Lampetra appendix,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,American brook lamprey
Eudontomyzon morii,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,Korean lamprey
Ichthyomyzon unicuspis,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,lamproie argentee
Ichthyomyzon fossor,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,lamproie de ruisseau septentrionale
Lethenteron camtschaticum,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,Arctic lamprey
Lethenteron reissneri,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,Far Eastern brook lamprey
Lampetra fluviatilis,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,European river lamprey
Petromyzon marinus,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,lake lamprey
Hutchinsoniella macracantha,Hutchinsoniellidae,Brachypoda,Cephalocarida,
Allonautilus scrobiculatus,Nautilidae,Nautilida,Cephalopoda,
Nautilus macromphalus,Nautilidae,Nautilida,Cephalopoda,
Cistopus taiwanicus,Octopodidae,Octopoda,Cephalopoda,
Octopus minor,Octopodidae,Octopoda,Cephalopoda,
Octopus ocellatus,Octopodidae,Octopoda,Cephalopoda,
Octopus vulgaris,Octopodidae,Octopoda,Cephalopoda,common octopus
Sepia pharaonis,Sepiidae,Sepiida,Cephalopoda,
Sepia aculeata,Sepiidae,Sepiida,Cephalopoda,
Sepiella inermis,Sepiidae,Sepiida,Cephalopoda,
Sepia lycidas,Sepiidae,Sepiida,Cephalopoda,
Sepia latimanus,Sepiidae,Sepiida,Cephalopoda,
Sepia apama,Sepiidae,Sepiida,Cephalopoda,
Sepiella japonica,Sepiidae,Sepiida,Cephalopoda,
Sepia officinalis,Sepiidae,Sepiida,Cephalopoda,
Sepia esculenta,Sepiidae,Sepiida,Cephalopoda,
Semirossia patagonica,Sepiolidae,Sepiolida,Cephalopoda,
Architeuthis dux,Architeuthidae,Teuthida,Cephalopoda,
Bathyteuthis abyssicola,Bathyteuthidae,Teuthida,Cephalopoda,
Watasenia scintillans,Enoploteuthidae,Teuthida,Cephalopoda,
Loliolus uyii,Loliginidae,Teuthida,Cephalopoda,
Uroteuthis edulis,Loliginidae,Teuthida,Cephalopoda,
Doryteuthis opalescens,Loliginidae,Teuthida,Cephalopoda,
Sepioteuthis lessoniana,Loliginidae,Teuthida,Cephalopoda,
Loligo bleekeri,Loliginidae,Teuthida,Cephalopoda,
Illex argentinus,Ommastrephidae,Teuthida,Cephalopoda,
Ommastrephes bartramii,Ommastrephidae,Teuthida,Cephalopoda,red flying squid
Todarodes pacificus,Ommastrephidae,Teuthida,Cephalopoda,
Sthenoteuthis oualaniensis,Ommastrephidae,Teuthida,Cephalopoda,
Dosidicus gigas,Ommastrephidae,Teuthida,Cephalopoda,jumbo squid
Vampyroteuthis infernalis,Vampyroteuthidae,Vampyromorphida,Cephalopoda,
Diphyllobothrium nihonkaiense,Diphyllobothriidae,Pseudophyllidea,Cestoda,
Diphyllobothrium latum,Diphyllobothriidae,Pseudophyllidea,Cestoda,
Lithobius forficatus,Lithobiidae,Lithobiomorpha,Chilopoda,
Scutigera coleoptrata,Scutigeridae,Scutigeromorpha,Chilopoda,
Carcharhinus brevipinna,Carcharhinidae,Carcharhiniformes,Chondrichthyes,spinner shark
Carcharhinus tjutjot,Carcharhinidae,Carcharhiniformes,Chondrichthyes,gray sharks
Carcharhinus amboinensis,Carcharhinidae,Carcharhiniformes,Chondrichthyes,pigeye shark
Triaenodon obesus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,cazon coralero trompacorta
Carcharhinus macloti,Carcharhinidae,Carcharhiniformes,Chondrichthyes,hardnose shark
Carcharhinus plumbeus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,arenero
Glyphis glyphis,Carcharhinidae,Carcharhiniformes,Chondrichthyes,speartooth shark
Carcharhinus melanopterus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,blacktip reef shark
Carcharhinus acronotus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,blacknose shark
Carcharhinus amblyrhynchoides,Carcharhinidae,Carcharhiniformes,Chondrichthyes,graceful shark
Scoliodon macrorhynchos,Carcharhinidae,Carcharhiniformes,Chondrichthyes,spadenose sharks
Carcharhinus leucas,Carcharhinidae,Carcharhiniformes,Chondrichthyes,bull shark
Carcharhinus sorrah,Carcharhinidae,Carcharhiniformes,Chondrichthyes,spot-tail shark
Glyphis garricki,Carcharhinidae,Carcharhiniformes,Chondrichthyes,river sharks
Carcharhinus obscurus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,dusky shark
Prionace glauca,Carcharhinidae,Carcharhiniformes,Chondrichthyes,blue shark
Galeocerdo cuvier,Carcharhinidae,Carcharhiniformes,Chondrichthyes,tiburon tigre
Pseudotriakis microdon,Pseudotriakidae,Carcharhiniformes,Chondrichthyes,falsa gata
Scyliorhinus canicula,Scyliorhinidae,Carcharhiniformes,Chondrichthyes,small-spotted catshark
Sphyrna zygaena,Sphyrnidae,Carcharhiniformes,Chondrichthyes,cabeza de martillo
Sphyrna lewini,Sphyrnidae,Carcharhiniformes,Chondrichthyes,cornuda
Hemitriakis japanica,Triakidae,Carcharhiniformes,Chondrichthyes,Japanese topeshark
Mustelus griseus,Triakidae,Carcharhiniformes,Chondrichthyes,spotless smooth-hound
Mustelus manazo,Triakidae,Carcharhiniformes,Chondrichthyes,starspotted smooth-hound
Callorhinchus milii,Callorhinchidae,Chimaeriformes,Chondrichthyes,
Callorhinchus capensis,Callorhinchidae,Chimaeriformes,Chondrichthyes,
Callorhinchus callorynchus,Callorhinchidae,Chimaeriformes,Chondrichthyes,
Hydrolagus lemures,Chimaeridae,Chimaeriformes,Chondrichthyes,
Chimaera fulva,Chimaeridae,Chimaeriformes,Chondrichthyes,
Chimaera monstrosa,Chimaeridae,Chimaeriformes,Chondrichthyes,rabbitfish
Rhinochimaera pacifica,Rhinochimaeridae,Chimaeriformes,Chondrichthyes,
Harriotta raleighana,Rhinochimaeridae,Chimaeriformes,Chondrichthyes,long-nosed chimaera
Heterodontus zebra,Heterodontidae,Heterodontiformes,Chondrichthyes,zebra bullhead shark
Heterodontus francisci,Heterodontidae,Heterodontiformes,Chondrichthyes,dormilon cornudo
Chlamydoselachus anguineus,Chlamydoselachidae,Hexanchiformes,Chondrichthyes,frill shark
Heptranchias perlo,Hexanchidae,Hexanchiformes,Chondrichthyes,sharpnose sevengill shark
Hexanchus nakamurai,Hexanchidae,Hexanchiformes,Chondrichthyes,bigeye sixgill shark
Hexanchus griseus,Hexanchidae,Hexanchiformes,Chondrichthyes,bluntnose sixgill shark
Notorynchus cepedianus,Notorynchidae,Hexanchiformes,Chondrichthyes,bluntnose sevengill shark
Alopias superciliosus,Alopiidae,Lamniformes,Chondrichthyes,bigeye thresher
Alopias pelagicus,Alopiidae,Lamniformes,Chondrichthyes,pelagic thresher
Cetorhinus maximus,Cetorhinidae,Lamniformes,Chondrichthyes,basking shark
Carcharodon carcharias,Lamnidae,Lamniformes,Chondrichthyes,great white shark
Lamna ditropis,Lamnidae,Lamniformes,Chondrichthyes,salmon shark
Megachasma pelagios,Megachasmidae,Lamniformes,Chondrichthyes,megamouth shark
Mitsukurina owstoni,Mitsukurinidae,Lamniformes,Chondrichthyes,goblin shark
Carcharias taurus,Odontaspididae,Lamniformes,Chondrichthyes,sand tiger
Pseudocarcharias kamoharai,Pseudocarchariidae,Lamniformes,Chondrichthyes,crocodile shark
Himantura microphthalma,Dasyatidae,Myliobatiformes,Chondrichthyes,whip rays
Taeniura lymma,Dasyatidae,Myliobatiformes,Chondrichthyes,
Himantura gerrardi,Dasyatidae,Myliobatiformes,Chondrichthyes,
Pteroplatytrygon violacea,Dasyatidae,Myliobatiformes,Chondrichthyes,pelagic stingray
Himantura granulata,Dasyatidae,Myliobatiformes,Chondrichthyes,
Dasyatis akajei,Dasyatidae,Myliobatiformes,Chondrichthyes,
Pastinachus atrus,Dasyatidae,Myliobatiformes,Chondrichthyes,
Taeniura meyeni,Dasyatidae,Myliobatiformes,Chondrichthyes,
Dasyatis bennetti,Dasyatidae,Myliobatiformes,Chondrichthyes,fintail stingrays
Dasyatis zugei,Dasyatidae,Myliobatiformes,Chondrichthyes,
Gymnura poecilura,Gymnuridae,Myliobatiformes,Chondrichthyes,
Mobula eregoodootenkee,Mobulidae,Myliobatiformes,Chondrichthyes,
Mobula japanica,Mobulidae,Myliobatiformes,Chondrichthyes,manta arpon
